movieId,imdbId,tmdbId,imdbTTID
143681,7610,344339,tt0007610
144476,8827,136842,tt0008827
144682,6689,53416,tt0006689
144690,7507,13707,tt0007507
144694,6548,2079,tt0006548
144696,7162,2078,tt0007162
145941,4288,53368,tt0004288
145962,6589,118576,tt0006589
145964,5084,118580,tt0005084
146202,3016,127017,tt0003016
146497,4150,199989,tt0004150
147043,6895,134155,tt0006895
147770,6809,172443,tt0006809
148446,4194,53385,tt0004194
148448,6177,30982,tt0006177
148638,7338,342831,tt0007338
148944,5622,139238,tt0005622
149032,6688,151003,tt0006688
150964,9369,54242,tt0009369
155413,9899,38531,tt0009899
155418,6145,174187,tt0006145
156815,4712,227077,tt0004712
156885,7476,53421,tt0007476
156989,2350,193902,tt0002350
156991,2082,193899,tt0002082
156993,2391,128671,tt0002391
156996,2415,191068,tt0002415
156998,2197,193838,tt0002197
157000,1789,190883,tt0001789
157002,1499,191091,tt0001499
157004,2985,191427,tt0002985
157006,2795,116857,tt0002795
157009,3662,125673,tt0003662
157417,4210,22892,tt0004210
157623,9440,174925,tt0009440
157625,9796,117024,tt0009796
167534,1740,130450,tt0001740
167812,8329,400749,tt0008329
168578,5059,415021,tt0005059
168950,7183,174588,tt0007183
170479,2101,71266,tt0002101
170491,8550,286437,tt0008550
170839,7047,172445,tt0007047
170879,8775,135275,tt0008775
170995,1463,53759,tt0001463
171115,4100,53397,tt0004100
174213,1032,20650,tt0001032
174219,1091,194069,tt0001091
174273,1431,189584,tt0001431
174307,1660,193959,tt0001660
174309,1593,190856,tt0001593
174311,1594,190857,tt0001594
174321,1284,341903,tt0001284
174327,1439,193964,tt0001439
174329,1265,189586,tt0001265
174339,1388,194021,tt0001388
174357,2357,192301,tt0002357
175113,8259,189333,tt0008259
175261,2113,114146,tt0002113
176275,8536,227506,tt0008536
177143,4390,174102,tt0004390
177327,4546,53393,tt0004546
177329,3615,138921,tt0003615
177671,8279,222131,tt0008279
178629,8499,36822,tt0008499
179419,7340,141923,tt0007340
181489,9123,38791,tt0009123
181967,4395,22941,tt0004395
181969,4011,53400,tt0004011
181971,4284,22936,tt0004284
181973,4693,53394,tt0004693
181975,3733,53384,tt0003733
181977,3923,53390,tt0003923
181979,3934,22938,tt0003934
181981,3805,22870,tt0003805
181983,3863,22879,tt0003863
181985,4091,53371,tt0004091
182267,3758,33300,tt0003758
183249,9915,258002,tt0009915
183255,4286,56181,tt0004286
183373,4457,74827,tt0004457
183399,4099,62935,tt0004099
183977,6405,42970,tt0006405
184019,3973,110803,tt0003973
184039,4555,362481,tt0004555
184635,8112,38824,tt0008112
187387,2233,193823,tt0002233
188701,8498,226597,tt0008498
189355,8975,51471,tt0008975
190091,4189,22885,tt0004189
192969,2260,128973,tt0002260
193393,8442,209231,tt0008442
195545,8930,551046,tt0008930
196375,9026,553355,tt0009026
197541,2646,179835,tt0002646
198665,6511,174569,tt0006511
200904,4102,53401,tt0004102
201334,7755,87589,tt0007755
203641,7003,142423,tt0007003
207423,9996,146744,tt0009996
111,75314,103,tt0075314
142,94878,525153,tt0094878
154,61395,649,tt0061395
199,58450,5967,tt0058450
260,76759,11,tt0076759
390,59170,315,tt0059170
495,74102,5879,tt0074102
541,83658,78,tt0083658
586,99785,771,tt0099785
587,99653,251,tt0099653
590,99348,581,tt0099348
592,96895,268,tt0096895
594,29583,408,tt0029583
596,32910,10895,tt0032910
599,65214,576,tt0065214
610,82509,11827,tt0082509
615,70506,51242,tt0070506
616,65421,10112,tt0065421
625,90665,44281,tt0090665
659,54189,10363,tt0054189
668,48473,5801,tt0048473
670,52572,896,tt0052572
674,62711,8069,tt0062711
680,58898,8072,tt0058898
681,82206,35797,tt0082206
684,81759,83857,tt0081759
702,62952,753,tt0062952
709,95776,12233,tt0095776
716,73778,52633,tt0073778
723,92123,131232,tt0092123
746,40366,26744,tt0040366
749,31612,245268,tt0031612
750,57012,935,tt0057012
755,42644,110465,tt0042644
770,38426,,tt0038426
771,94265,202425,tt0094265
773,70820,77771,tt0070820
774,84898,181083,tt0084898
775,63715,41225,tt0063715
792,93199,42005,tt0093199
796,72362,44495,tt0072362
820,49521,35206,tt0049521
823,61495,4837,tt0061495
841,53459,31417,tt0053459
854,51980,116690,tt0051980
857,42054,100914,tt0042054
858,68646,238,tt0068646
873,75169,10232,tt0075169
890,94822,253632,tt0094822
894,24252,43596,tt0024252
897,35896,27854,tt0035896
898,32904,981,tt0032904
899,45152,872,tt0045152
900,43278,2769,tt0043278
901,50419,13320,tt0050419
902,54698,164,tt0054698
903,52357,426,tt0052357
904,47396,567,tt0047396
905,25316,3078,tt0025316
906,36855,13528,tt0036855
907,25164,28288,tt0025164
908,53125,213,tt0053125
909,53604,284,tt0053604
910,53291,239,tt0053291
911,56923,4808,tt0056923
912,34583,289,tt0034583
913,33870,963,tt0033870
914,58385,11113,tt0058385
915,47437,6620,tt0047437
916,46250,804,tt0046250
917,31580,26531,tt0031580
918,37059,909,tt0037059
919,32138,630,tt0032138
920,31381,770,tt0031381
921,84370,31044,tt0084370
922,43014,599,tt0043014
923,33467,15,tt0033467
924,62622,62,tt0062622
925,39428,121357,tt0039428
926,42192,705,tt0042192
927,32143,22490,tt0032143
928,32976,223,tt0032976
929,32484,25670,tt0032484
930,38787,303,tt0038787
931,38109,4174,tt0038109
932,50105,8356,tt0050105
933,48728,381,tt0048728
934,42451,20758,tt0042451
935,45537,29376,tt0045537
936,31725,1859,tt0031725
937,50658,18299,tt0050658
938,51658,17281,tt0051658
939,52126,64382,tt0052126
940,29843,10907,tt0029843
941,32762,32093,tt0032762
942,37008,1939,tt0037008
943,39420,22292,tt0039420
944,29162,3598,tt0029162
945,27125,3080,tt0027125
946,35446,198,tt0035446
947,28010,13562,tt0028010
948,49261,1712,tt0049261
949,48028,220,tt0048028
950,25878,3529,tt0025878
951,32599,3085,tt0032599
952,48960,2897,tt0048960
953,38650,1585,tt0038650
954,31679,3083,tt0031679
955,29947,900,tt0029947
956,34012,43795,tt0034012
957,17350,85638,tt0017350
958,36094,50001,tt0036094
959,25586,43905,tt0025586
960,38300,22688,tt0038300
961,27893,23114,tt0027893
962,32022,26378,tt0032022
963,41509,40206,tt0041509
964,39152,22356,tt0039152
965,26029,260,tt0026029
966,38235,43488,tt0038235
967,36241,22613,tt0036241
968,63350,10331,tt0063350
969,43265,488,tt0043265
970,46414,22733,tt0046414
971,51459,261,tt0051459
972,47162,57575,tt0047162
973,33891,32574,tt0033891
974,29855,22657,tt0029855
975,29588,76464,tt0029588
976,22879,22649,tt0022879
977,27980,176841,tt0027980
980,93229,39448,tt0093229
982,48491,39940,tt0048491
1001,83587,25739,tt0083587
1007,72653,18660,tt0072653
1008,47977,35115,tt0047977
1009,72951,14821,tt0072951
1010,64603,14136,tt0064603
1011,71607,10869,tt0071607
1012,50798,22660,tt0050798
1013,55277,19186,tt0055277
1014,54195,31102,tt0054195
1016,53271,15944,tt0053271
1017,54357,18444,tt0054357
1018,59793,20723,tt0059793
1019,46672,173,tt0046672
1022,42332,11224,tt0042332
1023,63819,81310,tt0063819
1024,38166,15947,tt0038166
1025,57546,9078,tt0057546
1026,41890,29682,tt0041890
1028,58331,433,tt0058331
1029,33563,11360,tt0033563
1030,76538,11114,tt0076538
1031,66817,12335,tt0066817
1032,43274,12092,tt0043274
1033,82406,10948,tt0082406
1035,59742,15121,tt0059742
1036,95016,562,tt0095016
1065,43140,27256,tt0043140
1066,29546,31530,tt0029546
1067,28757,66473,tt0028757
1068,39286,28120,tt0039286
1069,37101,1834,tt0037101
1070,44863,26282,tt0044863
1073,67992,252,tt0067992
1076,55018,16372,tt0055018
1077,70707,11561,tt0070707
1078,66808,11302,tt0066808
1079,95159,623,tt0095159
1080,79470,583,tt0079470
1081,84865,12614,tt0084865
1082,68334,21711,tt0068334
1083,59243,11575,tt0059243
1084,61418,475,tt0061418
1085,52027,11331,tt0052027
1086,46912,521,tt0046912
1088,92890,88,tt0092890
1090,91763,792,tt0091763
1091,98627,8491,tt0098627
1096,84707,15764,tt0084707
1097,83866,601,tt0083866
1099,29992,25842,tt0029992
1100,99371,2119,tt0099371
1101,92099,744,tt0092099
1103,48545,221,tt0048545
1104,44081,702,tt0044081
1124,82846,11816,tt0082846
1125,72081,11843,tt0072081
1127,96754,2756,tt0096754
1128,80749,790,tt0080749
1129,82340,1103,tt0082340
1130,82533,11298,tt0082533
1131,91288,4480,tt0091288
1132,91480,4481,tt0091480
1135,81375,10765,tt0081375
1136,71853,762,tt0071853
1150,84589,4483,tt0084589
1152,40427,31556,tt0040427
1153,40723,26167,tt0040723
1154,39881,26174,tt0039881
1155,92281,572997,tt0092281
1156,34493,61461,tt0034493
1157,39004,117500,tt0039004
1158,26465,218713,tt0026465
1159,26656,217802,tt0026656
1160,25799,127973,tt0025799
1161,78875,659,tt0078875
1162,69198,30892,tt0069198
1164,60304,8074,tt0060304
1169,99028,41326,tt0099028
1172,95765,11216,tt0095765
1173,97108,7452,tt0097108
1178,50825,975,tt0050825
1179,99703,18129,tt0099703
1185,97937,10161,tt0097937
1186,98724,1412,tt0098724
1189,96257,14285,tt0096257
1193,73486,510,tt0073486
1194,78446,11455,tt0078446
1196,80684,1891,tt0080684
1197,93779,2493,tt0093779
1198,82971,85,tt0082971
1199,88846,68,tt0088846
1200,90605,679,tt0090605
1201,60196,429,tt0060196
1202,94336,13446,tt0094336
1203,50083,389,tt0050083
1204,56172,947,tt0056172
1206,66921,185,tt0066921
1207,56592,595,tt0056592
1208,78788,28,tt0078788
1209,64116,335,tt0064116
1210,86190,1892,tt0086190
1211,93191,144,tt0093191
1212,41959,1092,tt0041959
1213,99685,769,tt0099685
1214,78748,348,tt0078748
1216,95250,175,tt0095250
1217,89881,11645,tt0089881
1218,97202,10835,tt0097202
1219,54215,539,tt0054215
1220,80455,525,tt0080455
1221,71562,240,tt0071562
1222,93058,600,tt0093058
1224,97499,10705,tt0097499
1225,86879,279,tt0086879
1226,45061,3109,tt0045061
1227,87843,311,tt0087843
1228,81398,1578,tt0081398
1230,75686,703,tt0075686
1231,86197,9549,tt0086197
1232,79944,1398,tt0079944
1233,82096,387,tt0082096
1234,70735,9277,tt0070735
1235,67185,343,tt0067185
1237,50976,490,tt0050976
1238,85859,11235,tt0085859
1240,88247,218,tt0088247
1242,97441,9665,tt0097441
1244,79522,696,tt0079522
1246,97165,207,tt0097165
1247,61722,37247,tt0061722
1248,52311,1480,tt0052311
1250,50212,826,tt0050212
1251,56801,422,tt0056801
1252,71315,829,tt0071315
1253,43456,828,tt0043456
1254,40897,3090,tt0040897
1255,92610,9964,tt0092610
1256,23969,3063,tt0023969
1257,88794,13667,tt0088794
1258,81505,694,tt0081505
1259,92005,235,tt0092005
1260,22100,832,tt0022100
1261,92991,765,tt0092991
1262,57115,5925,tt0057115
1263,77416,11778,tt0077416
1264,82269,4485,tt0082269
1267,56218,982,tt0056218
1269,36613,212,tt0036613
1270,88763,105,tt0088763
1272,66206,11202,tt0066206
1273,90967,1554,tt0090967
1274,94625,149,tt0094625
1275,91203,8009,tt0091203
1276,61512,903,tt0061512
1277,99334,11673,tt0099334
1278,72431,3034,tt0072431
1281,32553,914,tt0032553
1282,32455,756,tt0032455
1283,44706,288,tt0044706
1284,38355,910,tt0038355
1285,97493,2640,tt0097493
1286,81534,16633,tt0081534
1287,52618,665,tt0052618
1288,88258,11031,tt0088258
1289,85809,11314,tt0085809
1290,94006,15143,tt0094006
1291,97576,89,tt0097576
1292,78841,10322,tt0078841
1293,83987,783,tt0083987
1295,96332,10644,tt0096332
1296,91867,11257,tt0091867
1297,89886,14370,tt0089886
1298,84503,12104,tt0084503
1299,87553,625,tt0087553
1300,89606,8816,tt0089606
1301,49223,830,tt0049223
1302,97351,2323,tt0097351
1303,73341,983,tt0073341
1304,64115,642,tt0064115
1305,87884,655,tt0087884
1307,98635,639,tt0098635
1321,82010,814,tt0082010
1323,85159,27214,tt0085159
1326,83550,16235,tt0083550
1327,78767,11449,tt0078767
1328,99030,41848,tt0099030
1329,71233,25944,tt0071233
1330,90655,24913,tt0090655
1331,75704,49126,tt0075704
1332,92632,32076,tt0092632
1333,56869,571,tt0056869
1334,51418,8851,tt0051418
1335,82083,37843,tt0082083
1337,37549,30346,tt0037549
1340,26138,229,tt0026138
1341,74258,13549,tt0074258
1344,55824,11349,tt0055824
1345,74285,7340,tt0074285
1346,83722,6217,tt0083722
1347,87800,377,tt0087800
1348,13442,653,tt0013442
1349,91651,28198,tt0091651
1350,75005,794,tt0075005
1360,84116,53234,tt0084116
1368,42354,199512,tt0042354
1370,99423,1573,tt0099423
1371,79945,152,tt0079945
1373,98382,172,tt0098382
1374,84726,154,tt0084726
1375,88170,157,tt0088170
1376,92007,168,tt0092007
1378,96487,11967,tt0096487
1380,77631,621,tt0077631
1381,84021,9037,tt0084021
1386,52287,46681,tt0052287
1387,73195,578,tt0073195
1388,77766,579,tt0077766
1389,85750,17692,tt0085750
1394,93822,378,tt0093822
1395,94155,10896,tt0094155
1419,67959,36040,tt0067959
1436,80714,66597,tt0080714
1534,58985,53023,tt0058985
1572,57345,266,tt0057345
1587,82198,9387,tt0082198
1610,99810,1669,tt0099810
1663,83131,10890,tt0083131
1674,90329,9281,tt0090329
1785,99939,9558,tt0099939
1913,73540,11020,tt0073540
1924,52077,10513,tt0052077
1925,18578,28966,tt0018578
1926,19729,65203,tt0019729
1927,20629,143,tt0020629
1928,21746,42861,tt0021746
1929,22958,33680,tt0022958
1930,23876,56164,tt0023876
1931,26752,12311,tt0026752
1932,27698,43277,tt0027698
1933,29146,43278,tt0029146
1934,30993,34106,tt0030993
1935,33729,43266,tt0033729
1936,35093,27367,tt0035093
1937,36872,17661,tt0036872
1938,37884,28580,tt0037884
1939,36868,887,tt0036868
1940,39416,33667,tt0039416
1941,40416,23383,tt0040416
1942,41113,25430,tt0041113
1943,44672,27191,tt0044672
1944,45793,11426,tt0045793
1945,47296,654,tt0047296
1946,48356,15919,tt0048356
1947,55614,1725,tt0055614
1948,57590,5769,tt0057590
1949,60665,874,tt0060665
1950,61811,10633,tt0061811
1951,63385,17917,tt0063385
1952,64665,3116,tt0064665
1953,67116,1051,tt0067116
1954,75148,1366,tt0075148
1955,79417,12102,tt0079417
1956,81283,16619,tt0081283
1957,82158,9443,tt0082158
1958,86425,11050,tt0086425
1959,89755,606,tt0089755
1960,93389,746,tt0093389
1961,95953,380,tt0095953
1962,97239,403,tt0097239
1963,65063,11485,tt0065063
1964,67309,466,tt0067309
1965,87995,13820,tt0087995
1967,91369,13597,tt0091369
1968,88847,2108,tt0088847
1969,89686,10014,tt0089686
1970,93629,10072,tt0093629
1971,95742,10131,tt0095742
1972,97981,10160,tt0097981
1974,80761,4488,tt0080761
1975,82418,9725,tt0082418
1976,83972,9728,tt0083972
1977,87298,9730,tt0087298
1978,89173,9731,tt0089173
1979,91080,10225,tt0091080
1980,95179,10281,tt0095179
1981,97388,10283,tt0097388
1982,77651,948,tt0077651
1983,82495,11281,tt0082495
1984,85636,10676,tt0085636
1985,95271,11357,tt0095271
1986,97474,11361,tt0097474
1987,81383,36599,tt0081383
1988,93176,39929,tt0093176
1989,98136,41828,tt0098136
1991,94862,10585,tt0094862
1992,99253,11186,tt0099253
1994,84516,609,tt0084516
1995,91778,11133,tt0091778
1996,95889,10306,tt0095889
1997,70047,9552,tt0070047
1998,76009,11586,tt0076009
1999,99528,11587,tt0099528
2000,93409,941,tt0093409
2001,97733,942,tt0097733
2003,87363,927,tt0087363
2004,99700,928,tt0099700
2005,89218,9340,tt0089218
2009,70723,12101,tt0070723
2010,17136,19,tt0017136
2011,96874,165,tt0096874
2012,99088,196,tt0099088
2013,69113,551,tt0069113
2014,76054,16084,tt0076054
2015,54594,17984,tt0054594
2016,78790,22328,tt0078790
2017,54649,32611,tt0054649
2018,34492,3170,tt0034492
2019,47478,346,tt0047478
2020,94947,859,tt0094947
2021,87182,841,tt0087182
2022,95497,11051,tt0095497
2023,99674,242,tt0099674
2031,66728,22777,tt0066728
2032,66811,20173,tt0066811
2033,88814,10957,tt0088814
2034,78869,9570,tt0078869
2035,62737,16249,tt0062737
2037,75807,14612,tt0075807
2038,77305,19378,tt0077305
2039,97053,65157,tt0097053
2040,65566,29228,tt0065566
2041,82199,19379,tt0082199
2043,52722,18887,tt0052722
2044,82263,40866,tt0082263
2046,91059,10122,tt0091059
2047,61715,24816,tt0061715
2048,91149,9994,tt0091149
2049,61749,25445,tt0061749
2050,80861,12129,tt0080861
2051,76137,14140,tt0076137
2054,97523,9354,tt0097523
2055,77698,28736,tt0077698
2056,56095,34774,tt0056095
2057,57180,37969,tt0057180
2064,98213,1779,tt0098213
2065,89853,10849,tt0089853
2066,39689,678,tt0039689
2067,59113,907,tt0059113
2068,83922,5961,tt0083922
2069,90203,47908,tt0090203
2070,86423,42121,tt0086423
2072,96734,11974,tt0096734
2073,89126,20348,tt0089126
2074,71910,26648,tt0071910
2075,82736,11911,tt0082736
2076,90756,793,tt0090756
2077,89385,35144,tt0089385
2078,61852,9325,tt0061852
2079,53994,43037,tt0053994
2080,48280,10340,tt0048280
2081,97757,10144,tt0097757
2085,55254,12230,tt0055254
2086,89731,13380,tt0089731
2087,46183,10693,tt0046183
2088,81353,11335,tt0081353
2090,76618,11319,tt0076618
2091,78158,14822,tt0078158
2093,89908,13155,tt0089908
2095,75200,15943,tt0075200
2096,53285,10882,tt0053285
2097,86336,24808,tt0086336
2098,57518,19762,tt0057518
2099,38969,13850,tt0038969
2100,88161,2619,tt0088161
2102,19422,53565,tt0019422
2104,84783,27332,tt0084783
2105,84827,97,tt0084827
2109,79367,6471,tt0079367
2110,83798,9442,tt0083798
2111,85894,11591,tt0085894
2113,99697,19158,tt0099697
2114,86066,227,tt0086066
2115,87469,87,tt0087469
2116,77869,123,tt0077869
2117,87803,9314,tt0087803
2118,85407,11336,tt0085407
2119,91499,9980,tt0091499
2121,85382,10489,tt0085382
2122,87050,10823,tt0087050
2123,96787,11497,tt0096787
2130,80388,23954,tt0080388
2131,77711,12761,tt0077711
2132,61184,396,tt0061184
2133,92513,14367,tt0092513
2134,90305,11814,tt0090305
2135,61584,16081,tt0061584
2136,57372,18331,tt0057372
2137,70016,15171,tt0070016
2138,78480,11837,tt0078480
2139,84649,11704,tt0084649
2140,83791,11639,tt0083791
2141,90633,4978,tt0090633
2143,89469,11976,tt0089469
2144,88128,15144,tt0088128
2145,91790,11522,tt0091790
2146,90060,11557,tt0090060
2147,90848,13853,tt0090848
2148,91223,11415,tt0091223
2149,93220,37530,tt0093220
2150,80801,8393,tt0080801
2151,97443,11937,tt0097443
2159,99763,10692,tt0099763
2160,63522,805,tt0063522
2161,88323,34584,tt0088323
2163,80391,2182,tt0080391
2164,94077,28070,tt0094077
2173,95709,34637,tt0095709
2174,94721,4011,tt0094721
2176,40746,1580,tt0040746
2177,74512,5854,tt0074512
2178,68611,573,tt0068611
2179,65112,2370,tt0065112
2180,61107,5780,tt0061107
2181,58329,506,tt0058329
2182,51207,22527,tt0051207
2183,49470,574,tt0049470
2184,48750,11219,tt0048750
2185,45897,30159,tt0045897
2186,44079,845,tt0044079
2187,42994,1978,tt0042994
2193,96446,847,tt0096446
2194,94226,117,tt0094226
2200,42004,4175,tt0042004
2201,39694,31667,tt0039694
2202,37017,13321,tt0037017
2203,36342,21734,tt0036342
2204,35279,31997,tt0035279
2205,33922,24197,tt0033922
2206,34248,11462,tt0034248
2207,31505,31995,tt0031505
2208,30341,940,tt0030341
2209,29811,2762,tt0029811
2210,28212,12684,tt0028212
2211,28231,2761,tt0028231
2212,25452,8208,tt0025452
2213,24747,52907,tt0024747
2214,23285,15007,tt0023285
2215,23395,36049,tt0023395
2216,22395,52748,tt0022395
2217,20852,75793,tt0020852
2218,21015,47695,tt0021015
2219,21165,31930,tt0021165
2220,20142,20213,tt0020142
2221,19702,543,tt0019702
2222,18756,36054,tt0018756
2223,18876,143750,tt0018876
2224,17825,52782,tt0017825
2225,17843,36055,tt0017843
2226,18328,36056,tt0018328
2227,17075,2760,tt0017075
2229,16230,64398,tt0016230
2238,75040,37550,tt0075040
2239,73817,37916,tt0073817
2240,81207,21873,tt0081207
2241,85346,21500,tt0085346
2242,87359,84116,tt0087359
2243,92699,12626,tt0092699
2244,92537,37818,tt0092537
2245,96463,3525,tt0096463
2246,96166,129628,tt0096166
2247,95593,2321,tt0095593
2248,98258,2028,tt0098258
2254,82172,218624,tt0082172
2255,84938,47947,tt0084938
2256,84472,48311,tt0084472
2257,87810,44772,tt0087810
2258,87690,,tt0087690
2259,86973,14347,tt0086973
2260,92225,41090,tt0092225
2261,91680,18282,tt0091680
2262,90583,18169,tt0090583
2263,96073,11082,tt0096073
2264,98625,5971,tt0098625
2285,63850,14794,tt0063850
2286,80731,3486,tt0080731
2287,47573,11071,tt0047573
2288,84787,1091,tt0084787
2290,81554,11337,tt0081554
2291,99487,162,tt0099487
2299,52607,43106,tt0052607
2300,63462,30197,tt0063462
2301,82517,10156,tt0082517
2303,73440,3121,tt0073440
2308,69966,85837,tt0069966
2311,86837,4437,tt0086837
2312,90830,1890,tt0090830
2313,80678,1955,tt0080678
2344,89941,11893,tt0089941
2345,90934,123056,tt0090934
2346,73747,12223,tt0073747
2347,87932,32081,tt0087932
2348,91954,14924,tt0091954
2349,91538,10002,tt0091538
2350,99750,41817,tt0099750
2351,50783,19426,tt0050783
2352,85244,12560,tt0085244
2361,69089,692,tt0069089
2362,45826,24018,tt0045826
2363,47034,1678,tt0047034
2364,87344,39256,tt0087344
2365,56142,1680,tt0056142
2366,24216,244,tt0024216
2367,74751,10730,tt0074751
2368,91344,31947,tt0091344
2369,89017,8130,tt0089017
2370,89087,11532,tt0089087
2371,89155,9749,tt0089155
2372,97366,14628,tt0097366
2373,89893,9626,tt0089893
2374,91159,13698,tt0091159
2375,91541,10466,tt0091541
2376,90264,707,tt0090264
2377,89489,11954,tt0089489
2378,87928,9336,tt0087928
2379,89822,10157,tt0089822
2380,91777,12118,tt0091777
2381,93756,10587,tt0093756
2382,95882,11825,tt0095882
2383,98105,11895,tt0098105
2397,87688,110643,tt0087688
2398,39628,11881,tt0039628
2399,89961,13764,tt0089961
2400,98115,24951,tt0098115
2401,89767,8879,tt0089767
2402,89880,1369,tt0089880
2403,83944,1368,tt0083944
2404,95956,1370,tt0095956
2405,89370,10303,tt0089370
2406,88011,9326,tt0088011
2407,88933,10328,tt0088933
2408,94890,11285,tt0094890
2409,79817,1367,tt0079817
2410,84602,1371,tt0084602
2411,89927,1374,tt0089927
2413,88930,15196,tt0088930
2414,90357,11904,tt0090357
2415,92173,215875,tt0092173
2416,90685,15596,tt0090685
2417,91188,13818,tt0091188
2418,91653,29968,tt0091653
2419,91024,44326,tt0091024
2420,87538,1885,tt0087538
2421,91326,8856,tt0091326
2422,97647,10495,tt0097647
2423,97958,5825,tt0097958
